Workload(1, 28, 28, 32, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 1024, 512, 7, 7, 3, 3, 1, 1)
Workload(1, 7, 7, 128, 1024, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 16, 64, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 64, 64, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 256, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 128, 64, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 64, 512, 3, 3, 1, 1, 2, 2)
Workload(1, 7, 7, 128, 512, 5, 5, 2, 2, 1, 1)
Workload(1, 14, 14, 64, 1024, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 128, 128, 7, 7, 3, 3, 2, 2)
Workload(1, 14, 14, 32, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 56, 56, 64, 32, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 512, 512, 7, 7, 3, 3, 1, 1)
Workload(1, 14, 14, 128, 1024, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 128, 512, 5, 5, 2, 2, 2, 2)
Workload(1, 56, 56, 8, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 512, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 7, 7, 256, 1024, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 128, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 256, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 7, 7, 1024, 1024, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 32, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 14, 14, 512, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 128, 256, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 128, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 16, 64, 7, 7, 3, 3, 2, 2)
Workload(1, 14, 14, 128, 1024, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 128, 512, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 32, 32, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 64, 512, 5, 5, 2, 2, 2, 2)
Workload(1, 56, 56, 32, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 56, 56, 64, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 32, 512, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 64, 256, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 64, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 128, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 64, 64, 7, 7, 3, 3, 2, 2)
Workload(1, 14, 14, 128, 512, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 128, 64, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 128, 64, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 512, 512, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 64, 16, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 512, 512, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 256, 256, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 128, 64, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 32, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 512, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 7, 7, 128, 1024, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 256, 64, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 256, 256, 3, 3, 1, 1, 1, 1)
Workload(1, 7, 7, 1024, 1024, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 64, 32, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 64, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 32, 128, 7, 7, 3, 3, 2, 2)
Workload(1, 14, 14, 256, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 32, 128, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 32, 64, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 512, 256, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 8, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 16, 64, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 64, 32, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 32, 128, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 64, 64, 5, 5, 2, 2, 2, 2)
Workload(1, 56, 56, 128, 128, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 64, 64, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 256, 1024, 5, 5, 2, 2, 2, 2)
Workload(1, 14, 14, 256, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 64, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 128, 32, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 64, 512, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 128, 1024, 7, 7, 3, 3, 2, 2)
Workload(1, 56, 56, 32, 64, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 32, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 512, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 512, 1024, 5, 5, 2, 2, 2, 2)
Workload(1, 14, 14, 32, 128, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 128, 64, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 64, 32, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 64, 512, 1, 1, 0, 0, 2, 2)
Workload(1, 7, 7, 512, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 64, 32, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 8, 64, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 8, 32, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 256, 512, 7, 7, 3, 3, 1, 1)
Workload(1, 14, 14, 256, 256, 7, 7, 3, 3, 1, 1)
